experiment_id,N_params_B,D_tokens_B,Q_score,val_loss,data_type,prediction_v1,residual_observed_minus_predicted,ND,D_over_N
N20_D0005_Q0.3,20,5,0.3,0.6738,extrapolated,2.862497818,-2.188697818,100,0.25
N20_D0005_Q0.4,20,5,0.4,0.9583,extrapolated,2.826472038,-1.868172038,100,0.25
N20_D0005_Q0.5,20,5,0.5,1.2067,extrapolated,2.790390323,-1.583690323,100,0.25
N20_D0005_Q0.6,20,5,0.6,1.5155,extrapolated,2.754241232,-1.238741232,100,0.25
N20_D0005_Q0.7,20,5,0.7,1.7701,extrapolated,2.718007413,-0.9479074128,100,0.25
N20_D0005_Q0.8,20,5,0.8,2.0429,extrapolated,2.681659332,-0.6387593323,100,0.25
N20_D0005_Q0.9,20,5,0.9,2.3981,extrapolated,2.645134574,-0.2470345741,100,0.25
N20_D0005_Q0.95,20,5,0.95,2.5077,extrapolated,2.626754538,-0.1190545375,100,0.25
N20_D0005_Q1.0,20,5,1,2.5772,extrapolated,2.608136134,-0.03093613444,100,0.25
N20_D0010_Q0.05,20,10,0.05,0.5,extrapolated,2.812969524,-2.312969524,200,0.5
N20_D0010_Q0.1,20,10,0.1,0.5,extrapolated,2.795015565,-2.295015565,200,0.5
N20_D0010_Q0.2,20,10,0.2,0.5,extrapolated,2.759079351,-2.259079351,200,0.5
N20_D0010_Q0.3,20,10,0.3,0.641,extrapolated,2.723101386,-2.082101386,200,0.5
N20_D0010_Q0.4,20,10,0.4,0.8905,extrapolated,2.687075605,-1.796575605,200,0.5
N20_D0010_Q0.5,20,10,0.5,1.1635,extrapolated,2.650993891,-1.487493891,200,0.5
N20_D0010_Q0.6,20,10,0.6,1.446,extrapolated,2.6148448,-1.1688448,200,0.5
N20_D0010_Q0.7,20,10,0.7,1.7094,extrapolated,2.578610981,-0.8692109806,200,0.5
N20_D0010_Q0.8,20,10,0.8,2.0156,extrapolated,2.5422629,-0.5266629001,200,0.5
N20_D0010_Q0.9,20,10,0.9,2.2015,extrapolated,2.505738142,-0.3042381419,200,0.5
N20_D0010_Q0.95,20,10,0.95,2.3473,extrapolated,2.487358105,-0.1400581054,200,0.5
N20_D0010_Q1.0,20,10,1,2.4446,extrapolated,2.468739702,-0.02413970227,200,0.5
N20_D0020_Q0.05,20,20,0.05,0.5,extrapolated,2.698154176,-2.198154176,400,1
N20_D0020_Q0.1,20,20,0.1,0.5,extrapolated,2.680200217,-2.180200217,400,1
N20_D0020_Q0.2,20,20,0.2,0.5,extrapolated,2.644264003,-2.144264003,400,1
N20_D0020_Q0.3,20,20,0.3,0.5948,extrapolated,2.608286038,-2.013486038,400,1
N20_D0020_Q0.4,20,20,0.4,0.8354,extrapolated,2.572260257,-1.736860257,400,1
N20_D0020_Q0.5,20,20,0.5,1.0991,extrapolated,2.536178543,-1.437078543,400,1
N20_D0020_Q0.6,20,20,0.6,1.3714,extrapolated,2.500029452,-1.128629452,400,1
N20_D0020_Q0.7,20,20,0.7,1.6057,extrapolated,2.463795633,-0.8580956326,400,1
N20_D0020_Q0.8,20,20,0.8,1.8837,extrapolated,2.427447552,-0.5437475521,400,1
N20_D0020_Q0.9,20,20,0.9,2.0254,extrapolated,2.390922794,-0.3655227939,400,1
N20_D0020_Q0.95,20,20,0.95,2.2272,extrapolated,2.372542757,-0.1453427574,400,1
N20_D0020_Q1.0,20,20,1,2.3884,extrapolated,2.353924354,0.03447564571,400,1
N20_D0050_Q0.05,20,50,0.05,0.5,extrapolated,2.576842335,-2.076842335,1000,2.5
N20_D0050_Q0.1,20,50,0.1,0.5,extrapolated,2.558888376,-2.058888376,1000,2.5
N20_D0050_Q0.2,20,50,0.2,0.5,extrapolated,2.522952162,-2.022952162,1000,2.5
N20_D0050_Q0.3,20,50,0.3,0.5672,extrapolated,2.486974197,-1.919774197,1000,2.5
N20_D0050_Q0.4,20,50,0.4,0.8172,extrapolated,2.450948417,-1.633748417,1000,2.5
N20_D0050_Q0.5,20,50,0.5,1.0322,extrapolated,2.414866702,-1.382666702,1000,2.5
N20_D0050_Q0.6,20,50,0.6,1.2838,extrapolated,2.378717611,-1.094917611,1000,2.5
N20_D0050_Q0.7,20,50,0.7,1.5601,extrapolated,2.342483792,-0.7823837916,1000,2.5
N20_D0050_Q0.8,20,50,0.8,1.8085,extrapolated,2.306135711,-0.4976357112,1000,2.5
N20_D0050_Q0.9,20,50,0.9,2.0156,extrapolated,2.269610953,-0.254010953,1000,2.5
N20_D0050_Q0.95,20,50,0.95,2.0825,extrapolated,2.251230916,-0.1687309164,1000,2.5
N20_D0050_Q1.0,20,50,1,2.2835,extrapolated,2.232612513,0.05088748667,1000,2.5
N20_D0100_Q0.05,20,100,0.05,0.5,extrapolated,2.503665516,-2.003665516,2000,5
N20_D0100_Q0.1,20,100,0.1,0.5,extrapolated,2.485711556,-1.985711556,2000,5
N20_D0100_Q0.2,20,100,0.2,0.5,extrapolated,2.449775343,-1.949775343,2000,5
N20_D0100_Q0.3,20,100,0.3,0.5564,extrapolated,2.413797377,-1.857397377,2000,5
N20_D0100_Q0.4,20,100,0.4,0.793,extrapolated,2.377771597,-1.584771597,2000,5
N20_D0100_Q0.5,20,100,0.5,0.9903,extrapolated,2.341689882,-1.351389882,2000,5
N20_D0100_Q0.6,20,100,0.6,1.2411,extrapolated,2.305540791,-1.064440791,2000,5
N20_D0100_Q0.7,20,100,0.7,1.4352,extrapolated,2.269306972,-0.8341069722,2000,5
N20_D0100_Q0.8,20,100,0.8,1.7346,extrapolated,2.232958892,-0.4983588917,2000,5
N20_D0100_Q0.9,20,100,0.9,1.9249,extrapolated,2.196434133,-0.2715341335,2000,5
N20_D0100_Q0.95,20,100,0.95,2.0146,extrapolated,2.178054097,-0.1634540969,2000,5
N20_D0100_Q1.0,20,100,1,2.1626,extrapolated,2.159435694,0.003164306158,2000,5
N20_D0150_Q0.05,20,150,0.05,0.5,extrapolated,2.466997631,-1.966997631,3000,7.5
N20_D0150_Q0.1,20,150,0.1,0.5,extrapolated,2.449043672,-1.949043672,3000,7.5
N20_D0150_Q0.2,20,150,0.2,0.5,extrapolated,2.413107458,-1.913107458,3000,7.5
N20_D0150_Q0.3,20,150,0.3,0.5609,extrapolated,2.377129493,-1.816229493,3000,7.5
N20_D0150_Q0.4,20,150,0.4,0.7726,extrapolated,2.341103713,-1.568503713,3000,7.5
N20_D0150_Q0.5,20,150,0.5,1.0014,extrapolated,2.305021998,-1.303621998,3000,7.5
N20_D0150_Q0.6,20,150,0.6,1.2131,extrapolated,2.268872907,-1.055772907,3000,7.5
N20_D0150_Q0.7,20,150,0.7,1.4349,extrapolated,2.232639088,-0.7977390878,3000,7.5
N20_D0150_Q0.8,20,150,0.8,1.6867,extrapolated,2.196291007,-0.5095910074,3000,7.5
N20_D0150_Q0.9,20,150,0.9,1.9415,extrapolated,2.159766249,-0.2182662491,3000,7.5
N20_D0150_Q0.95,20,150,0.95,1.9787,extrapolated,2.141386213,-0.1626862126,3000,7.5
N20_D0150_Q1.0,20,150,1,2.202,extrapolated,2.12276781,0.07923219048,3000,7.5
N20_D0300_Q0.05,20,300,0.05,0.5,extrapolated,2.413190762,-1.913190762,6000,15
N20_D0300_Q0.1,20,300,0.1,0.5,extrapolated,2.395236802,-1.895236802,6000,15
N20_D0300_Q0.2,20,300,0.2,0.5,extrapolated,2.359300589,-1.859300589,6000,15
N20_D0300_Q0.3,20,300,0.3,0.5245,extrapolated,2.323322623,-1.798822623,6000,15
N20_D0300_Q0.4,20,300,0.4,0.7862,extrapolated,2.287296843,-1.501096843,6000,15
N20_D0300_Q0.5,20,300,0.5,0.9918,extrapolated,2.251215129,-1.259415129,6000,15
N20_D0300_Q0.6,20,300,0.6,1.1855,extrapolated,2.215066037,-1.029566037,6000,15
N20_D0300_Q0.7,20,300,0.7,1.4233,extrapolated,2.178832218,-0.7555322183,6000,15
N20_D0300_Q0.8,20,300,0.8,1.616,extrapolated,2.142484138,-0.5264841378,6000,15
N20_D0300_Q0.9,20,300,0.9,1.8103,extrapolated,2.10595938,-0.2956593796,6000,15
N20_D0300_Q0.95,20,300,0.95,1.931,extrapolated,2.087579343,-0.1565793431,6000,15
N20_D0300_Q1.0,20,300,1,2.0706,extrapolated,2.06896094,0.001639060034,6000,15
N20_D0500_Q0.05,20,500,0.05,0.5,extrapolated,2.379709426,-1.879709426,10000,25
N20_D0500_Q0.1,20,500,0.1,0.5,extrapolated,2.361755466,-1.861755466,10000,25
N20_D0500_Q0.2,20,500,0.2,0.5,extrapolated,2.325819253,-1.825819253,10000,25
N20_D0500_Q0.3,20,500,0.3,0.5267,extrapolated,2.289841287,-1.763141287,10000,25
N20_D0500_Q0.4,20,500,0.4,0.7311,extrapolated,2.253815507,-1.522715507,10000,25
N20_D0500_Q0.5,20,500,0.5,0.9588,extrapolated,2.217733793,-1.258933793,10000,25
N20_D0500_Q0.6,20,500,0.6,1.1533,extrapolated,2.181584701,-1.028284701,10000,25
N20_D0500_Q0.7,20,500,0.7,1.3975,extrapolated,2.145350882,-0.7478508822,10000,25
N20_D0500_Q0.8,20,500,0.8,1.5833,extrapolated,2.109002802,-0.5257028018,10000,25
N20_D0500_Q0.9,20,500,0.9,1.8347,extrapolated,2.072478044,-0.2377780435,10000,25
N20_D0500_Q0.95,20,500,0.95,1.9382,extrapolated,2.054098007,-0.115898007,10000,25
N20_D0500_Q1.0,20,500,1,2.0683,extrapolated,2.035479604,0.03282039608,10000,25
N20_D1000_Q0.05,20,1000,0.05,0.5,extrapolated,2.341294906,-1.841294906,20000,50
N20_D1000_Q0.1,20,1000,0.1,0.5,extrapolated,2.323340947,-1.823340947,20000,50
N20_D1000_Q0.2,20,1000,0.2,0.5,extrapolated,2.287404734,-1.787404734,20000,50
N20_D1000_Q0.3,20,1000,0.3,0.5122,extrapolated,2.251426768,-1.739226768,20000,50
N20_D1000_Q0.4,20,1000,0.4,0.7145,extrapolated,2.215400988,-1.500900988,20000,50
N20_D1000_Q0.5,20,1000,0.5,0.9421,extrapolated,2.179319273,-1.237219273,20000,50
N20_D1000_Q0.6,20,1000,0.6,1.156,extrapolated,2.143170182,-0.9871701821,20000,50
N20_D1000_Q0.7,20,1000,0.7,1.3503,extrapolated,2.106936363,-0.7566363631,20000,50
N20_D1000_Q0.8,20,1000,0.8,1.5928,extrapolated,2.070588283,-0.4777882826,20000,50
N20_D1000_Q0.9,20,1000,0.9,1.8254,extrapolated,2.034063524,-0.2086635244,20000,50
N20_D1000_Q0.95,20,1000,0.95,1.8833,extrapolated,2.015683488,-0.1323834879,20000,50
N20_D1000_Q1.0,20,1000,1,1.9818,extrapolated,1.997065085,-0.01526508479,20000,50
N20_D2000_Q0.05,20,2000,0.05,0.5,extrapolated,2.309654381,-1.809654381,40000,100
N20_D2000_Q0.1,20,2000,0.1,0.5,extrapolated,2.291700422,-1.791700422,40000,100
N20_D2000_Q0.2,20,2000,0.2,0.5,extrapolated,2.255764208,-1.755764208,40000,100
N20_D2000_Q0.3,20,2000,0.3,0.5,extrapolated,2.219786243,-1.719786243,40000,100
N20_D2000_Q0.4,20,2000,0.4,0.7172,extrapolated,2.183760462,-1.466560462,40000,100
N20_D2000_Q0.5,20,2000,0.5,0.9179,extrapolated,2.147678748,-1.229778748,40000,100
N20_D2000_Q0.6,20,2000,0.6,1.1399,extrapolated,2.111529656,-0.9716296565,40000,100
N20_D2000_Q0.7,20,2000,0.7,1.352,extrapolated,2.075295837,-0.7232958375,40000,100
N20_D2000_Q0.8,20,2000,0.8,1.5389,extrapolated,2.038947757,-0.500047757,40000,100
N20_D2000_Q0.9,20,2000,0.9,1.7931,extrapolated,2.002422999,-0.2093229988,40000,100
N20_D2000_Q0.95,20,2000,0.95,1.8594,extrapolated,1.984042962,-0.1246429623,40000,100
N20_D2000_Q1.0,20,2000,1,1.9584,extrapolated,1.965424559,-0.007024559178,40000,100
N40_D0005_Q0.05,40,5,0.05,0.5,extrapolated,2.925526933,-2.425526933,200,0.125
N40_D0005_Q0.1,40,5,0.1,0.5,extrapolated,2.907572973,-2.407572973,200,0.125
N40_D0005_Q0.2,40,5,0.2,0.5,extrapolated,2.87163676,-2.37163676,200,0.125
N40_D0005_Q0.3,40,5,0.3,0.5852,extrapolated,2.835658794,-2.250458794,200,0.125
N40_D0005_Q0.4,40,5,0.4,0.867,extrapolated,2.799633014,-1.932633014,200,0.125
N40_D0005_Q0.5,40,5,0.5,1.1797,extrapolated,2.7635513,-1.5838513,200,0.125
N40_D0005_Q0.6,40,5,0.6,1.4673,extrapolated,2.727402208,-1.260102208,200,0.125
N40_D0005_Q0.7,40,5,0.7,1.664,extrapolated,2.691168389,-1.027168389,200,0.125
N40_D0005_Q0.8,40,5,0.8,2.0255,extrapolated,2.654820309,-0.6293203088,200,0.125
N40_D0005_Q0.9,40,5,0.9,2.2617,extrapolated,2.618295551,-0.3565955506,200,0.125
N40_D0005_Q0.95,40,5,0.95,2.4282,extrapolated,2.599915514,-0.171715514,200,0.125
N40_D0005_Q1.0,40,5,1,2.5961,extrapolated,2.581297111,0.01480288906,200,0.125
N40_D0010_Q0.05,40,10,0.05,0.5,extrapolated,2.7861305,-2.2861305,400,0.25
N40_D0010_Q0.1,40,10,0.1,0.5,extrapolated,2.768176541,-2.268176541,400,0.25
N40_D0010_Q0.2,40,10,0.2,0.5,extrapolated,2.732240328,-2.232240328,400,0.25
N40_D0010_Q0.3,40,10,0.3,0.5768,extrapolated,2.696262362,-2.119462362,400,0.25
N40_D0010_Q0.4,40,10,0.4,0.8237,extrapolated,2.660236582,-1.836536582,400,0.25
N40_D0010_Q0.5,40,10,0.5,1.0791,extrapolated,2.624154867,-1.545054867,400,0.25
N40_D0010_Q0.6,40,10,0.6,1.3525,extrapolated,2.588005776,-1.235505776,400,0.25
N40_D0010_Q0.7,40,10,0.7,1.6241,extrapolated,2.551771957,-0.9276719571,400,0.25
N40_D0010_Q0.8,40,10,0.8,1.9251,extrapolated,2.515423877,-0.5903238766,400,0.25
N40_D0010_Q0.9,40,10,0.9,2.2087,extrapolated,2.478899118,-0.2701991184,400,0.25
N40_D0010_Q0.95,40,10,0.95,2.253,extrapolated,2.460519082,-0.2075190819,400,0.25
N40_D0010_Q1.0,40,10,1,2.4636,extrapolated,2.441900679,0.02169932124,400,0.25
N40_D0020_Q0.05,40,20,0.05,0.5,extrapolated,2.671315152,-2.171315152,800,0.5
N40_D0020_Q0.1,40,20,0.1,0.5,extrapolated,2.653361193,-2.153361193,800,0.5
N40_D0020_Q0.2,40,20,0.2,0.5,extrapolated,2.61742498,-2.11742498,800,0.5
N40_D0020_Q0.3,40,20,0.3,0.5362,extrapolated,2.581447014,-2.045247014,800,0.5
N40_D0020_Q0.4,40,20,0.4,0.7886,extrapolated,2.545421234,-1.756821234,800,0.5
N40_D0020_Q0.5,40,20,0.5,1.0198,extrapolated,2.509339519,-1.489539519,800,0.5
N40_D0020_Q0.6,40,20,0.6,1.3092,extrapolated,2.473190428,-1.163990428,800,0.5
N40_D0020_Q0.7,40,20,0.7,1.562,extrapolated,2.436956609,-0.8749566091,800,0.5
N40_D0020_Q0.8,40,20,0.8,1.7885,extrapolated,2.400608529,-0.6121085286,800,0.5
N40_D0020_Q0.9,40,20,0.9,2.0261,extrapolated,2.36408377,-0.3379837704,800,0.5
N40_D0020_Q0.95,40,20,0.95,2.1982,extrapolated,2.345703734,-0.1475037339,800,0.5
N40_D0020_Q1.0,40,20,1,2.3679,extrapolated,2.327085331,0.04081466922,800,0.5
N40_D0050_Q0.05,40,50,0.05,0.5,extrapolated,2.550003312,-2.050003312,2000,1.25
N40_D0050_Q0.1,40,50,0.1,0.5,extrapolated,2.532049352,-2.032049352,2000,1.25
N40_D0050_Q0.2,40,50,0.2,0.5,extrapolated,2.496113139,-1.996113139,2000,1.25
N40_D0050_Q0.3,40,50,0.3,0.5011,extrapolated,2.460135173,-1.959035173,2000,1.25
N40_D0050_Q0.4,40,50,0.4,0.7348,extrapolated,2.424109393,-1.689309393,2000,1.25
N40_D0050_Q0.5,40,50,0.5,1.0179,extrapolated,2.388027678,-1.370127678,2000,1.25
N40_D0050_Q0.6,40,50,0.6,1.2307,extrapolated,2.351878587,-1.121178587,2000,1.25
N40_D0050_Q0.7,40,50,0.7,1.4863,extrapolated,2.315644768,-0.8293447681,2000,1.25
N40_D0050_Q0.8,40,50,0.8,1.6999,extrapolated,2.279296688,-0.5793966877,2000,1.25
N40_D0050_Q0.9,40,50,0.9,1.9707,extrapolated,2.242771929,-0.2720719295,2000,1.25
N40_D0050_Q0.95,40,50,0.95,2.0827,extrapolated,2.224391893,-0.1416918929,2000,1.25
N40_D0050_Q1.0,40,50,1,2.262,extrapolated,2.20577349,0.05622651017,2000,1.25
N40_D0100_Q0.05,40,100,0.05,0.5,extrapolated,2.476826492,-1.976826492,4000,2.5
N40_D0100_Q0.1,40,100,0.1,0.5,extrapolated,2.458872533,-1.958872533,4000,2.5
N40_D0100_Q0.2,40,100,0.2,0.5,extrapolated,2.422936319,-1.922936319,4000,2.5
N40_D0100_Q0.3,40,100,0.3,0.5,extrapolated,2.386958354,-1.886958354,4000,2.5
N40_D0100_Q0.4,40,100,0.4,0.7481,extrapolated,2.350932574,-1.602832574,4000,2.5
N40_D0100_Q0.5,40,100,0.5,0.9344,extrapolated,2.314850859,-1.380450859,4000,2.5
N40_D0100_Q0.6,40,100,0.6,1.1814,extrapolated,2.278701768,-1.097301768,4000,2.5
N40_D0100_Q0.7,40,100,0.7,1.417,extrapolated,2.242467949,-0.8254679487,4000,2.5
N40_D0100_Q0.8,40,100,0.8,1.6703,extrapolated,2.206119868,-0.5358198682,4000,2.5
N40_D0100_Q0.9,40,100,0.9,1.9207,extrapolated,2.16959511,-0.24889511,4000,2.5
N40_D0100_Q0.95,40,100,0.95,2.0172,extrapolated,2.151215073,-0.1340150734,4000,2.5
N40_D0100_Q1.0,40,100,1,2.1214,extrapolated,2.13259667,-0.01119667034,4000,2.5
N40_D0150_Q0.05,40,150,0.05,0.5,extrapolated,2.440158608,-1.940158608,6000,3.75
N40_D0150_Q0.1,40,150,0.1,0.5,extrapolated,2.422204648,-1.922204648,6000,3.75
N40_D0150_Q0.2,40,150,0.2,0.5,extrapolated,2.386268435,-1.886268435,6000,3.75
N40_D0150_Q0.3,40,150,0.3,0.5,extrapolated,2.350290469,-1.850290469,6000,3.75
N40_D0150_Q0.4,40,150,0.4,0.7164,extrapolated,2.314264689,-1.597864689,6000,3.75
N40_D0150_Q0.5,40,150,0.5,0.9445,extrapolated,2.278182975,-1.333682975,6000,3.75
N40_D0150_Q0.6,40,150,0.6,1.2004,extrapolated,2.242033883,-1.041633883,6000,3.75
N40_D0150_Q0.7,40,150,0.7,1.4026,extrapolated,2.205800064,-0.8032000643,6000,3.75
N40_D0150_Q0.8,40,150,0.8,1.6463,extrapolated,2.169451984,-0.5231519839,6000,3.75
N40_D0150_Q0.9,40,150,0.9,1.8339,extrapolated,2.132927226,-0.2990272256,6000,3.75
N40_D0150_Q0.95,40,150,0.95,1.9979,extrapolated,2.114547189,-0.1166471891,6000,3.75
N40_D0150_Q1.0,40,150,1,2.0917,extrapolated,2.095928786,-0.004228786014,6000,3.75
N40_D0300_Q0.05,40,300,0.05,0.5,extrapolated,2.386351738,-1.886351738,12000,7.5
N40_D0300_Q0.1,40,300,0.1,0.5,extrapolated,2.368397779,-1.868397779,12000,7.5
N40_D0300_Q0.2,40,300,0.2,0.5,extrapolated,2.332461565,-1.832461565,12000,7.5
N40_D0300_Q0.3,40,300,0.3,0.5,extrapolated,2.2964836,-1.7964836,12000,7.5
N40_D0300_Q0.4,40,300,0.4,0.6864,extrapolated,2.26045782,-1.57405782,12000,7.5
N40_D0300_Q0.5,40,300,0.5,0.9212,extrapolated,2.224376105,-1.303176105,12000,7.5
N40_D0300_Q0.6,40,300,0.6,1.1336,extrapolated,2.188227014,-1.054627014,12000,7.5
N40_D0300_Q0.7,40,300,0.7,1.3816,extrapolated,2.151993195,-0.7703931948,12000,7.5
N40_D0300_Q0.8,40,300,0.8,1.5375,extrapolated,2.115645114,-0.5781451143,12000,7.5
N40_D0300_Q0.9,40,300,0.9,1.8101,extrapolated,2.079120356,-0.2690203561,12000,7.5
N40_D0300_Q0.95,40,300,0.95,1.9054,extrapolated,2.06074032,-0.1553403196,12000,7.5
N40_D0300_Q1.0,40,300,1,2.0147,extrapolated,2.042121916,-0.02742191646,12000,7.5
N40_D0500_Q0.05,40,500,0.05,0.5,extrapolated,2.352870402,-1.852870402,20000,12.5
N40_D0500_Q0.1,40,500,0.1,0.5,extrapolated,2.334916443,-1.834916443,20000,12.5
N40_D0500_Q0.2,40,500,0.2,0.5,extrapolated,2.298980229,-1.798980229,20000,12.5
N40_D0500_Q0.3,40,500,0.3,0.5,extrapolated,2.263002264,-1.763002264,20000,12.5
N40_D0500_Q0.4,40,500,0.4,0.7035,extrapolated,2.226976484,-1.523476484,20000,12.5
N40_D0500_Q0.5,40,500,0.5,0.8866,extrapolated,2.190894769,-1.304294769,20000,12.5
N40_D0500_Q0.6,40,500,0.6,1.1238,extrapolated,2.154745678,-1.030945678,20000,12.5
N40_D0500_Q0.7,40,500,0.7,1.351,extrapolated,2.118511859,-0.7675118587,20000,12.5
N40_D0500_Q0.8,40,500,0.8,1.5771,extrapolated,2.082163778,-0.5050637783,20000,12.5
N40_D0500_Q0.9,40,500,0.9,1.7729,extrapolated,2.04563902,-0.27273902,20000,12.5
N40_D0500_Q0.95,40,500,0.95,1.8226,extrapolated,2.027258984,-0.2046589835,20000,12.5
N40_D0500_Q1.0,40,500,1,2.0298,extrapolated,2.00864058,0.02115941958,20000,12.5
N40_D1000_Q0.05,40,1000,0.05,0.5,extrapolated,2.314455883,-1.814455883,40000,25
N40_D1000_Q0.1,40,1000,0.1,0.5,extrapolated,2.296501924,-1.796501924,40000,25
N40_D1000_Q0.2,40,1000,0.2,0.5,extrapolated,2.26056571,-1.76056571,40000,25
N40_D1000_Q0.3,40,1000,0.3,0.5,extrapolated,2.224587745,-1.724587745,40000,25
N40_D1000_Q0.4,40,1000,0.4,0.6682,extrapolated,2.188561964,-1.520361964,40000,25
N40_D1000_Q0.5,40,1000,0.5,0.8929,extrapolated,2.15248025,-1.25958025,40000,25
N40_D1000_Q0.6,40,1000,0.6,1.1087,extrapolated,2.116331159,-1.007631159,40000,25
N40_D1000_Q0.7,40,1000,0.7,1.3121,extrapolated,2.08009734,-0.7679973396,40000,25
N40_D1000_Q0.8,40,1000,0.8,1.5165,extrapolated,2.043749259,-0.5272492591,40000,25
N40_D1000_Q0.9,40,1000,0.9,1.7375,extrapolated,2.007224501,-0.2697245009,40000,25
N40_D1000_Q0.95,40,1000,0.95,1.8219,extrapolated,1.988844464,-0.1669444644,40000,25
N40_D1000_Q1.0,40,1000,1,1.9394,extrapolated,1.970226061,-0.03082606128,40000,25
N40_D2000_Q0.05,40,2000,0.05,0.5,extrapolated,2.282815357,-1.782815357,80000,50
N40_D2000_Q0.1,40,2000,0.1,0.5,extrapolated,2.264861398,-1.764861398,80000,50
N40_D2000_Q0.2,40,2000,0.2,0.5,extrapolated,2.228925185,-1.728925185,80000,50
N40_D2000_Q0.3,40,2000,0.3,0.5,extrapolated,2.192947219,-1.692947219,80000,50
N40_D2000_Q0.4,40,2000,0.4,0.6377,extrapolated,2.156921439,-1.519221439,80000,50
N40_D2000_Q0.5,40,2000,0.5,0.8589,extrapolated,2.120839724,-1.261939724,80000,50
N40_D2000_Q0.6,40,2000,0.6,1.0771,extrapolated,2.084690633,-1.007590633,80000,50
N40_D2000_Q0.7,40,2000,0.7,1.3187,extrapolated,2.048456814,-0.729756814,80000,50
N40_D2000_Q0.8,40,2000,0.8,1.5044,extrapolated,2.012108734,-0.5077087335,80000,50
N40_D2000_Q0.9,40,2000,0.9,1.7336,extrapolated,1.975583975,-0.2419839753,80000,50
N40_D2000_Q0.95,40,2000,0.95,1.7276,extrapolated,1.957203939,-0.2296039388,80000,50
N40_D2000_Q1.0,40,2000,1,1.9275,extrapolated,1.938585536,-0.01108553567,80000,50
N70_D0005_Q0.05,70,5,0.05,0.5,extrapolated,2.908028611,-2.408028611,350,0.07142857143
N70_D0005_Q0.1,70,5,0.1,0.5,extrapolated,2.890074652,-2.390074652,350,0.07142857143
N70_D0005_Q0.2,70,5,0.2,0.5,extrapolated,2.854138438,-2.354138438,350,0.07142857143
N70_D0005_Q0.3,70,5,0.3,0.5039,extrapolated,2.818160473,-2.314260473,350,0.07142857143
N70_D0005_Q0.4,70,5,0.4,0.8232,extrapolated,2.782134692,-1.958934692,350,0.07142857143
N70_D0005_Q0.5,70,5,0.5,1.1008,extrapolated,2.746052978,-1.645252978,350,0.07142857143
N70_D0005_Q0.6,70,5,0.6,1.4166,extrapolated,2.709903887,-1.293303887,350,0.07142857143
N70_D0005_Q0.7,70,5,0.7,1.6785,extrapolated,2.673670068,-0.9951700676,350,0.07142857143
N70_D0005_Q0.8,70,5,0.8,2.0006,extrapolated,2.637321987,-0.6367219872,350,0.07142857143
N70_D0005_Q0.9,70,5,0.9,2.2782,extrapolated,2.600797229,-0.3225972289,350,0.07142857143
N70_D0005_Q0.95,70,5,0.95,2.4175,extrapolated,2.582417192,-0.1649171924,350,0.07142857143
N70_D0005_Q1.0,70,5,1,2.6033,extrapolated,2.563798789,0.03950121069,350,0.07142857143
N70_D0010_Q0.05,70,10,0.05,0.5,extrapolated,2.768632179,-2.268632179,700,0.1428571429
N70_D0010_Q0.1,70,10,0.1,0.5,extrapolated,2.75067822,-2.25067822,700,0.1428571429
N70_D0010_Q0.2,70,10,0.2,0.5,extrapolated,2.714742006,-2.214742006,700,0.1428571429
N70_D0010_Q0.3,70,10,0.3,0.5,extrapolated,2.678764041,-2.178764041,700,0.1428571429
N70_D0010_Q0.4,70,10,0.4,0.7647,extrapolated,2.64273826,-1.87803826,700,0.1428571429
N70_D0010_Q0.5,70,10,0.5,1.0531,extrapolated,2.606656546,-1.553556546,700,0.1428571429
N70_D0010_Q0.6,70,10,0.6,1.3151,extrapolated,2.570507454,-1.255407454,700,0.1428571429
N70_D0010_Q0.7,70,10,0.7,1.6283,extrapolated,2.534273635,-0.9059736355,700,0.1428571429
N70_D0010_Q0.8,70,10,0.8,1.8614,extrapolated,2.497925555,-0.636525555,700,0.1428571429
N70_D0010_Q0.9,70,10,0.9,2.1283,extrapolated,2.461400797,-0.3331007968,700,0.1428571429
N70_D0010_Q0.95,70,10,0.95,2.2749,extrapolated,2.44302076,-0.1681207602,700,0.1428571429
N70_D0010_Q1.0,70,10,1,2.4186,extrapolated,2.424402357,-0.00580235714,700,0.1428571429
N70_D0020_Q0.05,70,20,0.05,0.5,extrapolated,2.653816831,-2.153816831,1400,0.2857142857
N70_D0020_Q0.1,70,20,0.1,0.5,extrapolated,2.635862872,-2.135862872,1400,0.2857142857
N70_D0020_Q0.2,70,20,0.2,0.5,extrapolated,2.599926658,-2.099926658,1400,0.2857142857
N70_D0020_Q0.3,70,20,0.3,0.5,extrapolated,2.563948693,-2.063948693,1400,0.2857142857
N70_D0020_Q0.4,70,20,0.4,0.7217,extrapolated,2.527922912,-1.806222912,1400,0.2857142857
N70_D0020_Q0.5,70,20,0.5,0.9839,extrapolated,2.491841198,-1.507941198,1400,0.2857142857
N70_D0020_Q0.6,70,20,0.6,1.2611,extrapolated,2.455692106,-1.194592106,1400,0.2857142857
N70_D0020_Q0.7,70,20,0.7,1.5062,extrapolated,2.419458287,-0.9132582875,1400,0.2857142857
N70_D0020_Q0.8,70,20,0.8,1.7756,extrapolated,2.383110207,-0.607510207,1400,0.2857142857
N70_D0020_Q0.9,70,20,0.9,2.0434,extrapolated,2.346585449,-0.3031854488,1400,0.2857142857
